,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Mark Crossley,wls WAL,GK,26,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51a772b8
Steve Chettle,eng ENG,DF,26,37,37,3306,36.7,0,1,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,Matches,9a59ff12
Colin Cooper,eng ENG,DF,28,37,37,3270,36.3,5,1,6,5,0,0,7,0,0.14,0.03,0.17,0.14,0.17,Matches,42f93b8f
Steve Stone,eng ENG,MF,23,34,34,3041,33.8,7,5,12,7,0,0,3,0,0.21,0.15,0.36,0.21,0.36,Matches,4592c48e
Chris Bart-Williams,eng ENG,DFMF,21,33,33,2970,33.0,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,250d1973
Ian Woan,eng ENG,MF,27,33,33,2956,32.8,8,10,18,8,0,0,5,0,0.24,0.30,0.55,0.24,0.55,Matches,c70172f3
Des Lyttle,eng ENG,DF,23,33,32,2890,32.1,1,1,2,1,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,8cc40692
Stuart Pearce,eng ENG,DF,33,31,31,2790,31.0,3,3,6,1,2,2,5,0,0.10,0.10,0.19,0.03,0.13,Matches,39243ce6
Scot Gemmill,sct SCO,MF,24,31,26,2258,25.1,1,4,5,1,0,0,4,0,0.04,0.16,0.20,0.04,0.20,Matches,27e0c651
Bryan Roy,nl NED,FWMF,25,28,25,2158,24.0,8,4,12,7,1,1,3,0,0.33,0.17,0.50,0.29,0.46,Matches,f30a9664
Jason Lee,eng ENG,FW,24,28,21,1884,20.9,8,1,9,8,0,0,5,1,0.38,0.05,0.43,0.38,0.43,Matches,e9c268b6
Kevin Campbell,eng ENG,FW,25,21,21,1749,19.4,3,4,7,3,0,0,2,0,0.15,0.21,0.36,0.15,0.36,Matches,b209e651
David Phillips,wls WAL,DFMF,32,18,14,1357,15.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,28f79f34
Alf-Inge Haaland,no NOR,DFMF,22,17,12,1136,12.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3ae21039
Paul McGregor,eng ENG,FW,20,14,7,697,7.7,2,1,3,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39,Matches,ac63a2ed
Lars Bohinen,no NOR,MF,25,7,7,593,6.6,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bdb7e1b5
Bobby Howe,eng ENG,MF,21,9,4,356,4.0,2,0,2,2,0,0,1,0,0.51,0.00,0.51,0.51,0.51,Matches,0b68aff5
Andrea Silenzi,it ITA,FW,29,10,3,429,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,750ceb3e
Chris Allen,eng ENG,MF,22,3,1,119,1.3,1,1,2,1,0,,1,0,0.76,0.76,1.51,0.76,1.51,Matches,88a68b02
Kingsley Black,nir NIR,MF,27,2,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a82444b
Steve Guinan,eng ENG,FW,19,2,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e42ddbe5
Richard Irving,,FW,19,1,0,4,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7b8517af
Squad Total,,,26.0,38,407,3420,38.0,48,35,83,45,3,3,46,2,1.26,0.92,2.18,1.18,2.11,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
