,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
John Salako,eng ENG,MF,26,37,34,3054,33.9,3,8,11,2,1,1,3,0,0.09,0.24,0.32,0.06,0.29,Matches,2749f5b7
Dion Dublin,eng ENG,DFFW,26,34,34,2988,33.2,14,3,17,14,0,0,3,0,0.42,0.09,0.51,0.42,0.51,Matches,a0886d18
Kevin Richardson,eng ENG,MF,32,33,33,2897,32.2,0,6,6,0,0,0,8,1,0.00,0.19,0.19,0.00,0.19,Matches,cffbb5c8
Paul Telfer,sct SCO,DFMF,23,31,31,2657,29.5,1,3,4,1,0,0,5,0,0.03,0.10,0.14,0.03,0.14,Matches,7b3990c5
Paul Williams,eng ENG,DF,24,32,30,2686,29.8,2,0,2,2,0,0,9,1,0.07,0.00,0.07,0.07,0.07,Matches,651f09cc
Peter Ndlovu,zw ZIM,FW,22,32,27,2401,26.7,5,1,6,5,0,1,2,0,0.19,0.04,0.22,0.19,0.22,Matches,1adcef64
Ally Pickering,eng ENG,DF,28,29,25,2442,27.1,0,5,5,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,Matches,7c53d9c7
Steve Ogrizovic,eng ENG,GK,37,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f847d67
Marcus Hall,eng ENG,DF,19,25,24,2134,23.7,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,10a2c499
Richard Shaw,eng ENG,DF,26,21,21,1880,20.9,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,88b5bd84
Noel Whelan,eng ENG,FW,20,21,21,1841,20.5,8,2,10,,,,3,0,0.39,0.10,0.49,,,Matches,901c3bdf
Brian Borrows,eng ENG,DF,34,21,21,1839,20.4,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,7062d368
David Busst,eng ENG,DF,28,17,16,1405,15.6,2,0,2,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,4fb135bb
John Filan,au AUS,GK,25,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4321738
Liam Daish,ie IRL,DF,26,11,11,990,11.0,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,1c5c9257
David Burrows,eng ENG,DF,26,11,11,943,10.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d806427e
Isaías,br BRA,FW,31,12,10,818,9.1,2,0,2,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,e1fb2d99
Eoin Jess,sct SCO,MF,24,12,9,885,9.8,1,1,2,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,Matches,bb640653
David Rennie,sct SCO,DFMF,30,11,9,768,8.5,2,1,3,2,0,0,3,0,0.23,0.12,0.35,0.23,0.35,Matches,f179f420
Gordon Strachan,sct SCO,MF,38,12,5,495,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,90aef1c6
Nii Lamptey,gh GHA,FWMF,20,6,3,331,3.7,0,1,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,Matches,6cb4eab3
Willie Boland,ie IRL,MF,19,3,2,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be13a103
Paul Cook,eng ENG,MF,28,3,2,162,1.8,0,1,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,Matches,b5980cb9
Chris Whyte,eng ENG,DF,33,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,79dc055a
Iyseden Christie,eng ENG,FW,18,1,1,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,93a58dd8
Jamie Barnwell-Edinboro,eng ENG,FW,19,1,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a1246ebb
Squad Total,,,27.1,38,422,3420,38.0,42,31,73,41,1,2,62,3,1.11,0.82,1.92,1.08,1.89,,-9999
Opponent Total,,,26.8,38,,3420,38.0,,,,,,,,,,,,,,,-9999
